,date,parks,away,home,homewin,etcs,times,day,visit,place,number_audience
329,2018/06/10,수원,넥센,KT,lose,-, 17:00 ,일,넥센,수원,7186
330,2018/06/15,고척,삼성,넥센,win,-, 18:30 ,금,삼성,고척,2676
331,2018/06/16,고척,삼성,넥센,win,-, 17:00 ,토,삼성,고척,7827
332,2018/06/17,고척,삼성,넥센,win,-, 17:00 ,일,삼성,고척,4089
333,2018/06/19,잠실,넥센,두산,lose,-, 18:30 ,화,넥센,잠실,7323
334,2018/06/20,잠실,넥센,두산,lose,-, 18:30 ,수,넥센,잠실,9056
335,2018/06/21,잠실,넥센,두산,win,-, 18:30 ,목,넥센,잠실,10145
336,2018/06/22,고척,KIA,넥센,lose,-, 18:30 ,금,KIA,고척,6788
337,2018/06/23,고척,KIA,넥센,win,-, 17:00 ,토,KIA,고척,14811
338,2018/06/24,고척,KIA,넥센,lose,-, 17:00 ,일,KIA,고척,10227
339,2018/06/26,사직,넥센,롯데,lose,-, 18:30 ,화,넥센,사직,9507
340,2018/06/27,사직,넥센,롯데,win,-, 18:30 ,수,넥센,사직,4264
341,2018/06/28,사직,넥센,롯데,win,-, 18:30 ,목,넥센,사직,4510
342,2018/06/29,대구,넥센,삼성,lose,-, 18:30 ,금,넥센,대구,8020
343,2018/06/01,광주,두산,KIA,lose,-, 18:30 ,금,두산,광주,17114
344,2018/06/02,광주,두산,KIA,lose,-, 17:00 ,토,두산,광주,20500
345,2018/06/03,광주,두산,KIA,win,-, 17:00 ,일,두산,광주,18581
346,2018/06/05,수원,KIA,KT,lose,-, 18:30 ,화,KIA,수원,12598
347,2018/06/06,수원,KIA,KT,lose,-, 14:00 ,수,KIA,수원,20800
348,2018/06/07,수원,KIA,KT,lose,-, 18:30 ,목,KIA,수원,10436
349,2018/06/08,사직,KIA,롯데,win,-, 18:30 ,금,KIA,사직,13245
350,2018/06/09,사직,KIA,롯데,lose,-, 17:00 ,토,KIA,사직,25000
351,2018/06/15,잠실,KIA,LG,win,-, 18:30 ,금,KIA,잠실,23375
352,2018/06/16,잠실,KIA,LG,win,-, 17:00 ,토,KIA,잠실,25000
353,2018/06/17,잠실,KIA,LG,win,-, 17:00 ,일,KIA,잠실,23586
354,2018/06/20,광주,NC,KIA,win,-, 18:30 ,수,NC,광주,7916
355,2018/06/21,광주,NC,KIA,lose,-, 18:30 ,목,NC,광주,17892
356,2018/06/29,잠실,KIA,두산,lose,-, 18:30 ,금,KIA,잠실,23114
357,2018/06/30,잠실,KIA,두산,win,-, 17:00 ,토,KIA,잠실,24110
358,2018/06/01,마산,삼성,NC,lose,-, 18:30 ,금,삼성,마산,5763
359,2018/06/02,마산,삼성,NC,lose,-, 17:00 ,토,삼성,마산,8037
360,2018/06/03,마산,삼성,NC,lose,-, 17:00 ,일,삼성,마산,6155
361,2018/06/08,대구,LG,삼성,lose,-, 18:30 ,금,LG,대구,14613
362,2018/06/09,대구,LG,삼성,lose,-, 17:00 ,토,LG,대구,24000
363,2018/06/10,대구,LG,삼성,win,-, 17:00 ,일,LG,대구,13594
364,2018/06/12,사직,삼성,롯데,lose,-, 18:30 ,화,삼성,사직,15541
365,2018/06/13,사직,삼성,롯데,win,-, 18:30 ,수,삼성,사직,13592
366,2018/06/14,사직,삼성,롯데,lose,-, 18:30 ,목,삼성,사직,9318
367,2018/06/22,대구,두산,삼성,win,-, 18:30 ,금,두산,대구,12405
368,2018/06/23,대구,두산,삼성,lose,-, 17:00 ,토,두산,대구,15332
369,2018/06/24,대구,두산,삼성,lose,-, 17:00 ,일,두산,대구,10188
370,2018/06/05,마산,롯데,NC,lose,-, 18:30 ,화,롯데,마산,8536
371,2018/06/06,마산,롯데,NC,lose,-, 17:00 ,수,롯데,마산,8867
372,2018/06/07,마산,롯데,NC,win,-, 18:30 ,목,롯데,마산,7573
373,2018/06/19,수원,롯데,KT,lose,-, 18:30 ,화,롯데,수원,6299
374,2018/06/20,수원,롯데,KT,lose,-, 18:30 ,수,롯데,수원,6404
375,2018/06/21,수원,롯데,KT,same,-, 18:30 ,목,롯데,수원,7023
376,2018/06/22,잠실,롯데,LG,win,-, 18:30 ,금,롯데,잠실,21084
377,2018/06/23,잠실,롯데,LG,win,-, 17:00 ,토,롯데,잠실,24212
378,2018/06/24,잠실,롯데,LG,same,-, 17:00 ,일,롯데,잠실,20904
379,2018/06/08,잠실,NC,두산,win,-, 18:30 ,금,NC,잠실,11531
380,2018/06/09,잠실,NC,두산,win,-, 17:00 ,토,NC,잠실,20314
381,2018/06/10,잠실,NC,두산,win,-, 17:00 ,일,NC,잠실,14323
382,2018/06/12,잠실,KT,두산,win,-, 18:30 ,화,KT,잠실,10412
383,2018/06/13,잠실,KT,두산,win,-, 18:30 ,수,KT,잠실,13845
384,2018/06/14,잠실,KT,두산,win,-, 18:30 ,목,KT,잠실,7513
385,2018/06/26,마산,두산,NC,win,-, 18:30 ,화,두산,마산,2922
386,2018/06/27,마산,두산,NC,lose,-, 18:30 ,수,두산,마산,2865
387,2018/06/28,마산,두산,NC,lose,-, 18:30 ,목,두산,마산,2768
388,2018/06/12,마산,LG,NC,win,-, 18:30 ,화,LG,마산,5730
389,2018/06/13,마산,LG,NC,win,-, 18:30 ,수,LG,마산,4838
390,2018/06/14,마산,LG,NC,win,-, 18:30 ,목,LG,마산,4463
391,2018/06/27,잠실,KT,LG,win,-, 18:30 ,수,KT,잠실,9004
392,2018/06/15,마산,KT,NC,win,-, 18:30 ,금,KT,마산,4418
393,2018/06/16,마산,KT,NC,win,-, 17:00 ,토,KT,마산,7503
394,2018/06/17,마산,KT,NC,lose,-, 17:00 ,일,KT,마산,6596
395,2018/06/29,수원,NC,KT,win,-, 18:30 ,금,NC,수원,3266
396,2018/06/30,수원,NC,KT,win,-, 17:00 ,토,NC,수원,4237
397,2018/07/03,고척,SK,넥센,lose,-, 18:30 ,화,SK,고척,2635
398,2018/07/04,고척,SK,넥센,win,-, 18:30 ,수,SK,고척,2305
399,2018/07/05,고척,SK,넥센,win,-, 18:30 ,목,SK,고척,2876
400,2018/07/06,문학,한화,SK,win,-, 18:30 ,금,한화,문학,18882
401,2018/07/07,문학,한화,SK,win,-, 18:00 ,토,한화,문학,25000
402,2018/07/08,문학,한화,SK,lose,-, 18:00 ,일,한화,문학,23044
403,2018/07/10,잠실,SK,LG,lose,-, 18:30 ,화,SK,잠실,8445
404,2018/07/11,잠실,SK,LG,win,-, 18:30 ,수,SK,잠실,9417
405,2018/07/12,잠실,SK,LG,lose,-, 18:30 ,목,SK,잠실,9947
406,2018/07/17,문학,NC,SK,win,-, 18:30 ,화,NC,문학,5195
407,2018/07/18,문학,NC,SK,lose,-, 18:30 ,수,NC,문학,6563
408,2018/07/19,문학,NC,SK,win,-, 18:30 ,목,NC,문학,6702
409,2018/07/20,사직,SK,롯데,lose,-, 18:30 ,금,SK,사직,9293
410,2018/07/21,사직,SK,롯데,lose,-, 18:00 ,토,SK,사직,15371
411,2018/07/22,사직,SK,롯데,win,-, 18:00 ,일,SK,사직,7609
412,2018/07/24,문학,두산,SK,win,-, 18:30 ,화,두산,문학,15433
413,2018/07/25,문학,두산,SK,win,-, 18:30 ,수,두산,문학,13068
414,2018/07/26,문학,두산,SK,win,-, 18:30 ,목,두산,문학,13499
415,2018/07/27,마산,SK,NC,win,-, 18:30 ,금,SK,마산,4187
416,2018/07/28,마산,SK,NC,lose,-, 18:00 ,토,SK,마산,6103
417,2018/07/29,마산,SK,NC,win,-, 18:00 ,일,SK,마산,4263
418,2018/07/31,문학,넥센,SK,lose,-, 18:30 ,화,넥센,문학,6049
419,2018/07/03,광주,한화,KIA,win,-, 18:30 ,화,한화,광주,5484
420,2018/07/04,광주,한화,KIA,win,-, 18:30 ,수,한화,광주,7287
421,2018/07/05,광주,한화,KIA,lose,-, 18:30 ,목,한화,광주,6923
422,2018/07/10,대전,넥센,한화,win,-, 18:30 ,화,넥센,대전,9776
423,2018/07/11,대전,넥센,한화,lose,-, 18:30 ,수,넥센,대전,10007
424,2018/07/12,대전,넥센,한화,win,-, 18:30 ,목,넥센,대전,10741
425,2018/07/17,수원,한화,KT,lose,-, 18:30 ,화,한화,수원,9729
426,2018/07/18,수원,한화,KT,win,-, 18:30 ,수,한화,수원,9599
427,2018/07/19,수원,한화,KT,win,-, 18:30 ,목,한화,수원,9918
428,2018/07/20,대구,한화,삼성,lose,-, 18:30 ,금,한화,대구,10101
429,2018/07/21,대구,한화,삼성,win,-, 18:00 ,토,한화,대구,12101
430,2018/07/22,대구,한화,삼성,win,-, 18:00 ,일,한화,대구,8146
431,2018/07/24,대전,KIA,한화,win,-, 18:30 ,화,KIA,대전,9604
432,2018/07/25,대전,KIA,한화,lose,-, 18:30 ,수,KIA,대전,9281
433,2018/07/26,대전,KIA,한화,win,-, 18:30 ,목,KIA,대전,9397
434,2018/07/27,잠실,한화,두산,lose,-, 18:30 ,금,한화,잠실,19023
435,2018/07/28,잠실,한화,두산,win,-, 18:00 ,토,한화,잠실,22202
436,2018/07/29,잠실,한화,두산,win,-, 18:00 ,일,한화,잠실,21084
437,2018/07/31,대전,KT,한화,lose,-, 18:30 ,화,KT,대전,8013
438,2018/07/01,대구,넥센,삼성,lose,-, 18:00 ,일,넥센,대구,5015
439,2018/07/06,고척,NC,넥센,win,-, 18:30 ,금,NC,고척,1755
440,2018/07/07,고척,NC,넥센,win,-, 18:00 ,토,NC,고척,4681
441,2018/07/08,고척,NC,넥센,lose,-, 18:00 ,일,NC,고척,2312
442,2018/07/17,고척,LG,넥센,lose,-, 18:30 ,화,LG,고척,5688
443,2018/07/18,고척,LG,넥센,lose,-, 18:30 ,수,LG,고척,5670
444,2018/07/19,고척,LG,넥센,lose,-, 18:30 ,목,LG,고척,6475
445,2018/07/20,마산,넥센,NC,win,-, 18:30 ,금,넥센,마산,4577
446,2018/07/21,마산,넥센,NC,lose,-, 18:00 ,토,넥센,마산,7048
447,2018/07/22,마산,넥센,NC,lose,-, 18:00 ,일,넥센,마산,4381
448,2018/07/24,고척,KT,넥센,lose,-, 18:30 ,화,KT,고척,1515
449,2018/07/25,고척,KT,넥센,win,-, 18:30 ,수,KT,고척,1600
450,2018/07/26,고척,KT,넥센,lose,-, 18:30 ,목,KT,고척,1637
451,2018/07/27,고척,롯데,넥센,lose,-, 18:30 ,금,롯데,고척,4148
452,2018/07/28,고척,롯데,넥센,lose,-, 18:00 ,토,롯데,고척,9386
453,2018/07/29,고척,롯데,넥센,lose,-, 18:00 ,일,롯데,고척,7354
454,2018/07/06,광주,LG,KIA,win,-, 18:30 ,금,LG,광주,10136
455,2018/07/07,광주,LG,KIA,lose,-, 18:00 ,토,LG,광주,19352
456,2018/07/08,광주,LG,KIA,lose,-, 18:00 ,일,LG,광주,15038
457,2018/07/10,마산,KIA,NC,win,-, 18:30 ,화,KIA,마산,5089
458,2018/07/11,마산,KIA,NC,win,-, 18:30 ,수,KIA,마산,5631
459,2018/07/12,마산,KIA,NC,win,-, 18:30 ,목,KIA,마산,4761
460,2018/07/17,광주,삼성,KIA,win,-, 18:30 ,화,삼성,광주,6685
461,2018/07/18,광주,삼성,KIA,lose,-, 18:30 ,수,삼성,광주,7058
462,2018/07/19,광주,삼성,KIA,lose,-, 18:30 ,목,삼성,광주,8834
463,2018/07/20,광주,KT,KIA,win,-, 18:30 ,금,KT,광주,9487
464,2018/07/21,광주,KT,KIA,win,-, 18:00 ,토,KT,광주,13177
465,2018/07/22,광주,KT,KIA,lose,-, 18:00 ,일,KT,광주,8018
466,2018/07/27,대구,KIA,삼성,win,-, 18:30 ,금,KIA,대구,5293
467,2018/07/28,대구,KIA,삼성,win,-, 18:00 ,토,KIA,대구,14121
468,2018/07/29,대구,KIA,삼성,win,-, 18:00 ,일,KIA,대구,10631
469,2018/07/31,광주,롯데,KIA,win,-, 18:30 ,화,롯데,광주,8508
470,2018/07/04,수원,삼성,KT,win,-, 18:30 ,수,삼성,수원,3320
471,2018/07/05,수원,삼성,KT,same,-, 18:30 ,목,삼성,수원,3189
472,2018/07/06,잠실,삼성,두산,win,-, 18:30 ,금,삼성,잠실,17262
473,2018/07/07,잠실,삼성,두산,win,-, 18:00 ,토,삼성,잠실,21138
474,2018/07/08,잠실,삼성,두산,lose,-, 18:00 ,일,삼성,잠실,17144
475,2018/07/10,포항,롯데,삼성,win,-, 18:30 ,화,롯데,포항,8245
476,2018/07/11,포항,롯데,삼성,win,-, 18:30 ,수,롯데,포항,8920
477,2018/07/12,포항,롯데,삼성,win,-, 18:30 ,목,롯데,포항,8472
478,2018/07/24,잠실,삼성,LG,lose,-, 18:30 ,화,삼성,잠실,9393
479,2018/07/25,잠실,삼성,LG,lose,-, 18:30 ,수,삼성,잠실,8849
480,2018/07/26,잠실,삼성,LG,win,-, 18:30 ,목,삼성,잠실,9415
481,2018/07/31,대구,NC,삼성,same,-, 18:30 ,화,NC,대구,9057
482,2018/07/04,사직,두산,롯데,lose,-, 18:30 ,수,두산,사직,7750
483,2018/07/05,사직,두산,롯데,lose,-, 18:30 ,목,두산,사직,7896
484,2018/07/06,사직,KT,롯데,win,-, 18:30 ,금,KT,사직,10497
485,2018/07/07,사직,KT,롯데,lose,-, 18:00 ,토,KT,사직,22958
486,2018/07/08,사직,KT,롯데,win,-, 18:00 ,일,KT,사직,11528
487,2018/07/17,잠실,롯데,두산,lose,-, 18:30 ,화,롯데,잠실,12122
488,2018/07/18,잠실,롯데,두산,win,-, 18:30 ,수,롯데,잠실,11707
489,2018/07/19,잠실,롯데,두산,win,-, 18:30 ,목,롯데,잠실,12265
490,2018/07/24,사직,NC,롯데,lose,-, 18:30 ,화,NC,사직,7559
491,2018/07/25,사직,NC,롯데,lose,-, 18:30 ,수,NC,사직,7318
492,2018/07/26,사직,NC,롯데,win,-, 18:30 ,목,NC,사직,7177
493,2018/07/10,수원,두산,KT,win,-, 18:30 ,화,두산,수원,5030
494,2018/07/11,수원,두산,KT,lose,-, 18:30 ,수,두산,수원,6249
495,2018/07/12,수원,두산,KT,win,-, 18:30 ,목,두산,수원,6306
496,2018/07/20,잠실,두산,LG,lose,-, 18:30 ,금,두산,잠실,19800
497,2018/07/21,잠실,두산,LG,lose,-, 18:00 ,토,두산,잠실,22550
498,2018/07/22,잠실,두산,LG,lose,-, 18:00 ,일,두산,잠실,18463
499,2018/07/31,잠실,LG,두산,win,-, 18:30 ,화,LG,잠실,13107
500,2018/07/03,잠실,NC,LG,lose,-, 18:30 ,화,NC,잠실,7034
501,2018/07/04,잠실,NC,LG,win,-, 18:30 ,수,NC,잠실,7343
502,2018/07/05,잠실,NC,LG,lose,-, 18:30 ,목,NC,잠실,8125
503,2018/07/27,수원,LG,KT,win,-, 18:30 ,금,LG,수원,7188
504,2018/07/28,수원,LG,KT,win,-, 18:00 ,토,LG,수원,13230
505,2018/07/29,수원,LG,KT,lose,-, 18:00 ,일,LG,수원,9079
506,2018/08/01,문학,넥센,SK,win,-, 18:30 ,수,넥센,문학,5976
507,2018/08/02,문학,넥센,SK,lose,-, 18:30 ,목,넥센,문학,6948
508,2018/08/04,잠실,SK,LG,lose,-, 18:00 ,토,SK,잠실,12070
509,2018/08/05,잠실,SK,LG,lose,-, 18:00 ,일,SK,잠실,8689
510,2018/08/07,문학,삼성,SK,lose,-, 18:30 ,화,삼성,문학,7135
511,2018/08/08,문학,삼성,SK,win,-, 18:30 ,수,삼성,문학,7160
512,2018/08/09,마산,SK,NC,win,-, 18:30 ,목,SK,마산,4315
513,2018/08/10,마산,SK,NC,lose,-, 18:30 ,금,SK,마산,5867
514,2018/08/11,문학,KIA,SK,lose,-, 18:00 ,토,KIA,문학,24379
515,2018/08/12,문학,KIA,SK,lose,-, 18:00 ,일,KIA,문학,18378
516,2018/08/14,잠실,SK,두산,win,-, 18:30 ,화,SK,잠실,11132
517,2018/08/15,잠실,SK,두산,lose,-, 18:00 ,수,SK,잠실,12244
518,2018/08/16,문학,LG,SK,lose,-, 18:30 ,목,LG,문학,8388
519,2018/08/01,대전,KT,한화,win,-, 18:30 ,수,KT,대전,7896
520,2018/08/02,대전,KT,한화,win,-, 18:30 ,목,KT,대전,8425
521,2018/08/04,대전,NC,한화,lose,-, 18:00 ,토,NC,대전,12154
522,2018/08/05,대전,NC,한화,lose,-, 18:00 ,일,NC,대전,8618
523,2018/08/07,잠실,한화,두산,win,-, 18:30 ,화,한화,잠실,13184
524,2018/08/08,잠실,한화,두산,lose,-, 18:30 ,수,한화,잠실,14047
525,2018/08/09,청주,넥센,한화,lose,-, 18:30 ,목,넥센,청주,9485
526,2018/08/10,청주,넥센,한화,lose,-, 18:30 ,금,넥센,청주,9813
527,2018/08/11,대전,KT,한화,win,-, 18:00 ,토,KT,대전,11528
528,2018/08/12,대전,KT,한화,win,-, 18:00 ,일,KT,대전,9827
529,2018/08/14,사직,한화,롯데,win,-, 18:30 ,화,한화,사직,16346
530,2018/08/16,대구,한화,삼성,win,-, 18:30 ,목,한화,대구,6809
531,2018/08/04,수원,넥센,KT,lose,-, 18:00 ,토,넥센,수원,7073
532,2018/08/05,수원,넥센,KT,lose,-, 18:00 ,일,넥센,수원,5249
533,2018/08/07,고척,KIA,넥센,win,-, 18:30 ,화,KIA,고척,10520
534,2018/08/08,고척,KIA,넥센,win,-, 18:30 ,수,KIA,고척,10312
535,2018/08/11,고척,LG,넥센,win,-, 18:00 ,토,LG,고척,12771
536,2018/08/12,고척,LG,넥센,win,-, 18:00 ,일,LG,고척,9279
537,2018/08/14,대구,넥센,삼성,lose,-, 18:30 ,화,넥센,대구,11146
538,2018/08/15,대구,넥센,삼성,lose,-, 18:00 ,수,넥센,대구,12048
539,2018/08/16,잠실,넥센,두산,win,-, 18:30 ,목,넥센,잠실,9168
540,2018/08/01,광주,롯데,KIA,win,-, 18:30 ,수,롯데,광주,7018
541,2018/08/02,광주,롯데,KIA,lose,-, 18:30 ,목,롯데,광주,8398
542,2018/08/04,광주,두산,KIA,win,-, 18:00 ,토,두산,광주,12219
543,2018/08/05,광주,두산,KIA,win,-, 18:00 ,일,두산,광주,8281
544,2018/08/09,광주,롯데,KIA,lose,-, 18:30 ,목,롯데,광주,6026
545,2018/08/14,광주,LG,KIA,win,-, 18:30 ,화,LG,광주,10131
546,2018/08/15,광주,LG,KIA,lose,-, 18:00 ,수,LG,광주,11520
547,2018/08/16,사직,KIA,롯데,win,-, 18:30 ,목,KIA,사직,10800
548,2018/08/01,대구,NC,삼성,lose,-, 18:30 ,수,NC,대구,8519
549,2018/08/02,대구,NC,삼성,win,-, 18:30 ,목,NC,대구,9486
550,2018/08/04,사직,삼성,롯데,win,-, 18:00 ,토,삼성,사직,21694
551,2018/08/05,사직,삼성,롯데,lose,-, 18:00 ,일,삼성,사직,10813
552,2018/08/09,잠실,삼성,LG,lose,-, 18:30 ,목,삼성,잠실,10007
553,2018/08/10,잠실,삼성,LG,win,-, 18:30 ,금,삼성,잠실,12706
554,2018/08/11,대구,NC,삼성,lose,-, 18:00 ,토,NC,대구,18533
555,2018/08/12,대구,NC,삼성,win,-, 18:00 ,일,NC,대구,12603
556,2018/08/07,울산,LG,롯데,win,-, 18:30 ,화,LG,울산,6036
557,2018/08/08,울산,LG,롯데,win,-, 18:30 ,수,LG,울산,12038
558,2018/08/11,잠실,롯데,두산,win,-, 18:00 ,토,롯데,잠실,18426
559,2018/08/12,잠실,롯데,두산,lose,-, 18:00 ,일,롯데,잠실,14175
560,2018/08/01,잠실,LG,두산,win,-, 18:30 ,수,LG,잠실,12145
561,2018/08/02,잠실,LG,두산,win,-, 18:30 ,목,LG,잠실,13304
562,2018/08/09,수원,두산,KT,lose,-, 18:30 ,목,두산,수원,6566
563,2018/08/10,수원,두산,KT,win,-, 18:30 ,금,두산,수원,8117
564,2018/08/07,마산,KT,NC,lose,-, 18:30 ,화,KT,마산,4936
565,2018/08/08,마산,KT,NC,win,-, 18:30 ,수,KT,마산,4382
566,2018/08/14,수원,NC,KT,win,-, 18:30 ,화,NC,수원,4364
567,2018/08/15,수원,NC,KT,lose,-, 18:00 ,수,NC,수원,6752
568,2018/08/16,수원,NC,KT,win,-, 18:30 ,목,NC,수원,3359
569,2018/09/04,문학,넥센,SK,lose,-, 18:30 ,화,넥센,문학,5002
570,2018/09/05,문학,넥센,SK,win,-, 18:30 ,수,넥센,문학,5241
571,2018/09/06,울산,SK,롯데,win,-, 18:30 ,목,SK,울산,4668
572,2018/09/07,울산,SK,롯데,lose,-, 18:30 ,금,SK,울산,4240
573,2018/09/08,문학,두산,SK,lose,-, 17:00 ,토,두산,문학,24084
574,2018/09/09,문학,두산,SK,win,-, 14:00 ,일,두산,문학,20498
575,2018/09/11,문학,KT,SK,win,-, 18:30 ,화,KT,문학,4993
576,2018/09/12,문학,KT,SK,win,-, 18:30 ,수,KT,문학,4254
577,2018/09/13,청주,SK,한화,lose,-, 18:30 ,목,SK,청주,9454
578,2018/09/14,청주,SK,한화,lose,-, 18:30 ,금,SK,청주,8381
579,2018/09/15,광주,SK,KIA,win,-, 17:00 ,토,SK,광주,11480
580,2018/09/16,광주,SK,KIA,win,-, 14:00 ,일,SK,광주,8306
581,2018/09/18,수원,SK,KT,win,-, 18:30 ,화,SK,수원,4050
582,2018/09/19,수원,SK,KT,lose,-, 18:30 ,수,SK,수원,3910
583,2018/09/20,문학,한화,SK,lose,-, 18:30 ,목,한화,문학,12160
584,2018/09/21,문학,한화,SK,win,-, 18:30 ,금,한화,문학,17156
585,2018/09/22,고척,SK,넥센,win,-, 17:00 ,토,SK,고척,5426
586,2018/09/23,고척,SK,넥센,win,-, 14:00 ,일,SK,고척,3549
587,2018/09/25,문학,LG,SK,win,-, 14:00 ,화,LG,문학,22655
588,2018/09/26,문학,LG,SK,win,-, 14:00 ,수,LG,문학,19974
589,2018/09/27,문학,NC,SK,win,-, 18:30 ,목,NC,문학,7398
590,2018/09/28,문학,NC,SK,win,-, 18:30 ,금,NC,문학,6746
591,2018/09/29,대구,SK,삼성,win,-, 17:00 ,토,SK,대구,18220
592,2018/09/30,대구,SK,삼성,lose,-, 14:00 ,일,SK,대구,14651
593,2018/09/04,대전,롯데,한화,win,-, 18:30 ,화,롯데,대전,7285
594,2018/09/05,대전,롯데,한화,win,-, 18:30 ,수,롯데,대전,7911
595,2018/09/06,수원,한화,KT,lose,-, 18:30 ,목,한화,수원,7268
596,2018/09/07,수원,한화,KT,win,-, 18:30 ,금,한화,수원,9936
597,2018/09/08,잠실,한화,LG,win,-, 17:00 ,토,한화,잠실,22908
598,2018/09/09,잠실,한화,LG,win,-, 14:00 ,일,한화,잠실,19286
599,2018/09/11,대구,한화,삼성,lose,-, 18:30 ,화,한화,대구,6141
600,2018/09/12,대구,한화,삼성,lose,-, 18:30 ,수,한화,대구,8679
601,2018/09/15,대전,LG,한화,lose,-, 17:00 ,토,LG,대전,12715
602,2018/09/16,대전,LG,한화,win,-, 14:00 ,일,LG,대전,12012
603,2018/09/18,마산,한화,NC,win,-, 18:30 ,화,한화,마산,4434
604,2018/09/19,마산,한화,NC,lose,-, 18:30 ,수,한화,마산,4556
605,2018/09/22,대전,KIA,한화,lose,-, 17:00 ,토,KIA,대전,13000
606,2018/09/23,대전,KIA,한화,win,-, 14:00 ,일,KIA,대전,10120
607,2018/09/25,대전,삼성,한화,lose,-, 14:00 ,화,삼성,대전,13000
608,2018/09/26,대전,삼성,한화,win,-, 14:00 ,수,삼성,대전,11637
609,2018/09/27,대전,두산,한화,win,-, 18:30 ,목,두산,대전,8109
610,2018/09/28,대전,두산,한화,win,-, 18:30 ,금,두산,대전,10705
611,2018/09/29,광주,한화,KIA,win,-, 17:00 ,토,한화,광주,17812
612,2018/09/30,광주,한화,KIA,win,-, 14:00 ,일,한화,광주,16137
613,2018/09/06,광주,넥센,KIA,win,-, 18:30 ,목,넥센,광주,6397
614,2018/09/07,광주,넥센,KIA,win,-, 18:30 ,금,넥센,광주,6771
615,2018/09/08,고척,KT,넥센,lose,-, 17:00 ,토,KT,고척,3093
616,2018/09/09,고척,KT,넥센,win,-, 14:00 ,일,KT,고척,2473
617,2018/09/11,잠실,넥센,LG,lose,-, 18:30 ,화,넥센,잠실,8386
618,2018/09/12,잠실,넥센,LG,win,-, 18:30 ,수,넥센,잠실,8463
619,2018/09/14,마산,넥센,NC,win,-, 18:30 ,금,넥센,마산,3107
620,2018/09/15,사직,넥센,롯데,lose,-, 17:00 ,토,넥센,사직,25000
621,2018/09/16,사직,넥센,롯데,lose,-, 14:00 ,일,넥센,사직,9061
622,2018/09/18,고척,두산,넥센,win,-, 18:30 ,화,두산,고척,4743
623,2018/09/19,고척,두산,넥센,win,-, 18:30 ,수,두산,고척,4470
624,2018/09/20,고척,삼성,넥센,win,-, 18:30 ,목,삼성,고척,2793
625,2018/09/21,고척,삼성,넥센,lose,-, 18:30 ,금,삼성,고척,3013
626,2018/09/25,잠실,넥센,두산,win,-, 14:00 ,화,넥센,잠실,24553
627,2018/09/26,잠실,넥센,두산,win,-, 14:00 ,수,넥센,잠실,15232
628,2018/09/27,고척,롯데,넥센,lose,-, 18:30 ,목,롯데,고척,3383
629,2018/09/28,고척,롯데,넥센,win,-, 18:30 ,금,롯데,고척,3659
630,2018/09/29,고척,NC,넥센,win,-, 17:00 ,토,NC,고척,3603
631,2018/09/30,고척,NC,넥센,win,-, 14:00 ,일,NC,고척,4542
632,2018/09/04,잠실,KIA,두산,lose,-, 18:30 ,화,KIA,잠실,14603
633,2018/09/05,잠실,KIA,두산,win,-, 18:30 ,수,KIA,잠실,17191
634,2018/09/08,광주,삼성,KIA,win,-, 17:00 ,토,삼성,광주,13796
635,2018/09/09,광주,삼성,KIA,lose,-, 14:00 ,일,삼성,광주,11352
636,2018/09/11,마산,KIA,NC,win,-, 18:30 ,화,KIA,마산,4077
637,2018/09/12,마산,KIA,NC,win,-, 18:30 ,수,KIA,마산,4086
638,2018/09/14,사직,KIA,롯데,lose,-, 18:30 ,금,KIA,사직,5231
639,2018/09/18,대구,KIA,삼성,lose,-, 18:30 ,화,KIA,대구,5733
640,2018/09/19,대구,KIA,삼성,win,-, 18:30 ,수,KIA,대구,9067
641,2018/09/20,광주,NC,KIA,win,-, 18:30 ,목,NC,광주,8293
642,2018/09/21,광주,NC,KIA,win,-, 18:30 ,금,NC,광주,10114
643,2018/09/25,수원,KIA,KT,lose,-, 14:00 ,화,KIA,수원,20006
644,2018/09/26,수원,KIA,KT,win,-, 14:00 ,수,KIA,수원,20226
645,2018/09/27,잠실,KIA,LG,win,-, 18:30 ,목,KIA,잠실,17937
646,2018/09/28,잠실,KIA,LG,lose,-, 18:30 ,금,KIA,잠실,21766
647,2018/09/04,마산,삼성,NC,lose,-, 18:30 ,화,삼성,마산,4258
648,2018/09/05,마산,삼성,NC,lose,-, 18:30 ,수,삼성,마산,5132
649,2018/09/06,대구,두산,삼성,lose,-, 18:30 ,목,두산,대구,6517
650,2018/09/07,대구,두산,삼성,lose,-, 18:30 ,금,두산,대구,11078
651,2018/09/13,대구,LG,삼성,lose,-, 18:30 ,목,LG,대구,8104
652,2018/09/14,대구,LG,삼성,win,-, 18:30 ,금,LG,대구,5528
653,2018/09/15,수원,삼성,KT,lose,-, 17:00 ,토,삼성,수원,11724
654,2018/09/16,수원,삼성,KT,win,-, 14:00 ,일,삼성,수원,12100
655,2018/09/22,대구,롯데,삼성,lose,-, 17:00 ,토,롯데,대구,18461
656,2018/09/23,대구,롯데,삼성,win,-, 14:00 ,일,롯데,대구,12835
657,2018/09/27,대구,KT,삼성,win,-, 18:30 ,목,KT,대구,5792
658,2018/09/28,대구,KT,삼성,same,-, 18:30 ,금,KT,대구,9683
659,2018/09/08,마산,롯데,NC,win,-, 17:00 ,토,롯데,마산,8637
